organization,yof,badge,zip_code,city,regular,retro,other,overtime,injured,detail,quinn,total,rank,ia_score,ia_sustained_conduct_unbecoming,ia_sustained_neg_duty,ia_sustained_respectful_treatment,ia_sustained_self_identification,ia_sustained_use_of_force,ia_sustained_details,ia_sustained_cases,ia_sustained_allegations,ia_cases,ia_allegations,field_contacts_count,incidents_count,complaints_count,swats_count,details_count,citations_count,articles_officers_count,rounded_total
District 06,5,4304,2136,Hyde Park,88992.18,0,800,27818.1,315.1,15686,17861.41,151472.79,ptl,0,0,0,0,0,0,0,0,0,0,0,75,505,0,0,47,6,0,150000
District 14,9,,2122,Boston,89808.43,0,800,25169.79,0,17756,17961.69,151495.91,ptl,0,0,0,0,0,0,0,0,0,1,1,23,246,1,0,52,3,0,150000
Youth Violence Strike Force,13,,2125,Boston,93146.9,0,800,20283.22,0,27968,9314.77,151512.89,ptl,2,0,0,0,0,0,0,1,2,3,4,139,129,3,0,86,4,0,150000
Academy,12,1250,2061,Norwell,92575.74,0,3447.43,32004.53,0,368,23144,151539.7,ptl,1,0,0,0,0,0,0,0,0,2,2,0,1,2,0,1,0,17,150000
District 02,7,3342,2122,Boston,90223.06,0,800,16600.88,0,25898,18044.62,151566.56,ptl,0,0,0,0,0,0,0,0,0,0,0,1,245,0,0,71,2,0,150000
District 07,7,247,2136,Hyde Park,91976.46,0,800,22504.64,0,27370,9197.64,151848.74,ptl,3,0,0,0,1,0,0,1,1,6,7,209,244,6,0,75,1,1,150000
Medically Incapacitated Unit,24,6706,2021,Canton,120757.67,0,926.18,0,0,0,30189.55,151873.4,sergt,3,0,0,0,0,0,0,1,2,4,6,0,2,4,0,0,0,3,150000
Mobile Operations Patrol Unit,20,,2132,West Roxbury,92612.36,0,850,39195.64,0,736,18522.51,151916.51,ptl,0,0,0,0,0,0,0,0,0,1,1,27,0,1,2,2,0,1,150000
Youth Violence Strike Force,12,4586,2186,Milton,92696.61,0,2498.28,31562.56,0,4462,20701.83,151921.28,ptl,2,0,0,0,0,0,0,1,1,2,2,298,14,2,0,13,7,4,150000
Suspended Unit,25,2299,2062,Norwood,103521.05,0,850,43949.46,0,3680,0,152000.51,ptl,5,1,6,0,0,0,0,8,15,12,25,0,310,12,0,9,4,0,150000
Technology Services Division,26,,1778,Wayland,96771.11,0,2533.03,33447.82,0,0,19354.22,152106.18,ptl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150000
District 04,13,1142,2351,Abington,88488.59,0,800,13813.11,9125.91,39882,0,152109.61,ptl,2,0,0,0,0,0,0,0,0,6,8,2,120,6,0,98,16,0,150000
E-5 Detective,19,1699,2043,Hingham,93735.82,0,800,10711.49,0,28152,18747.29,152146.6,det,5,0,2,0,0,0,0,3,4,3,5,9,259,3,0,80,0,0,150000
District 04,25,,2132,West Roxbury,96804.97,0,800,15307.24,0,15088,24201.44,152201.65,ptl,1,0,0,0,0,0,0,0,0,2,3,4,170,2,0,42,16,0,150000
Mobile Operations Patrol Unit,7,,2136,Hyde Park,92833.07,0,800,46352.27,0,12236,0,152221.34,ptl,0,0,0,0,0,0,0,0,0,0,0,22,87,0,0,36,8,0,150000
District 05,10,3411,2132,West Roxbury,89869.86,0,800,35012.6,0,8694,17973.96,152350.42,ptl,2,0,0,0,0,0,0,0,0,5,5,92,244,5,0,27,6,1,150000
District 18,38,,2061,Norwell,146223.91,0,4982.5,1283.83,0,0,0,152490.24,lieut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150000
District 11,5,,2124,Boston,79248.26,0,800,19806.76,10749.5,41998,0,152602.52,ptl,0,0,0,0,0,0,0,0,0,1,1,26,228,1,0,119,3,0,155000
District 18,28,1816,2132,West Roxbury,105773.66,0,800,17184.51,0,7969,20894.03,152621.2,sergt,0,0,0,0,0,0,0,0,0,1,1,2,20,1,0,22,0,31,155000
E-13 Detective,25,,2130,Jamaica Plain,104218.81,0,800,21594.79,0,0,26054.77,152668.37,det,0,0,0,0,0,0,0,0,0,1,1,0,12,1,0,0,1,1,155000
District 04,7,6020,2132,West Roxbury,88682.45,0,800,41662.36,331.7,12328,8901.47,152705.98,ptl,1,0,0,0,0,0,0,0,0,3,4,20,277,3,0,34,35,2,155000
District 14,5,4132,2132,West Roxbury,88892.38,0,800,27988.63,0,17250,17778.45,152709.46,ptl,0,0,0,0,0,0,0,0,0,0,0,10,392,0,0,50,1,0,155000
D-4 DCU SQUAD,15,,2136,Hyde Park,98406.32,0,850,52575.54,0,920,0,152751.86,ptl,0,0,0,0,0,0,0,0,0,1,3,21,333,1,0,3,0,0,155000
District 04,23,4002,2124,Boston,102552.44,0,4463.79,20164.23,0,0,25638.09,152818.55,sergt,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,155000
District 02,13,1661,2125,Boston,92260.17,0,850,47699.85,0,2806,9226.19,152842.21,ptl,2,0,0,0,0,0,0,0,0,7,10,6,779,7,0,7,800,3,155000
Harbor Patrol Unit,22,5121,2132,West Roxbury,65845.52,0,4259.15,25890.81,30959.45,6670,19361.1,152986.03,ptl,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,5,155000
Youth Violence Strike Force,10,,2131,Roslindale,94202.32,0,2483.98,33945.61,0,22448,0,153079.91,ptl,0,0,0,0,0,0,0,0,0,0,0,43,29,0,0,61,1,0,155000
B-2 Detective,9,,2132,West Roxbury,73176.21,0,5786.56,31093.93,18758.92,5888,18386.97,153090.59,det,1,0,0,0,0,0,0,0,0,2,2,139,90,2,0,20,0,4,155000
Internal Affairs Division,20,2821,2132,West Roxbury,119989.77,0,800,7434.74,0,1325,23615.3,153164.81,sergt,0,0,0,0,0,0,0,0,0,1,1,3,96,1,0,3,1,0,155000
Homicide Unit,29,,2132,West Roxbury,102552.44,0,10875.41,19336.37,0,0,20510.59,153274.81,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,155000
Crime Stoppers Unit,25,1043,2129,Charlestown,106756.73,0,10354.28,36334.68,0,0,0,153445.69,ptl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,155000
District 03,22,2917,2364,Kingston,121898.86,0,800,15014.73,0,15741,0,153454.59,sergt,1,0,0,0,0,0,0,0,0,3,3,0,1,3,0,40,0,49,155000
Medically Incapacitated Unit,32,,2136,Hyde Park,90899.3,0,800,42717.49,18318.39,736,0,153471.18,ptl,3,0,0,1,0,0,1,2,2,6,6,0,24,6,0,2,0,0,155000
Civil Rights Unit,24,,2136,Hyde Park,102552.44,0,850,24458.58,0,0,25638.09,153499.11,det,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,155000
Medically Incapacitated Unit,12,2884,2124,Boston,59921.65,0,800,30958.72,37761.84,24104,0,153546.21,ptl,3,0,1,0,0,0,0,3,3,3,6,3,55,3,0,63,4,0,155000
Medically Incapacitated Unit,7,1994,2136,Hyde Park,91581.79,0,3300,39607.15,678.38,184,18452.08,153803.4,ptl,0,0,0,0,0,0,0,0,0,0,0,178,406,0,0,1,83,4,155000
District 11,7,360,2136,Hyde Park,92077.38,0,800,13318.34,0,38502,9207.72,153905.44,ptl,0,0,0,0,0,0,0,0,0,0,0,101,169,0,0,118,3,0,155000
Court Unit,24,,2126,Mattapan,96335.4,0,800,18065.94,0,19504,19267.24,153972.58,ptl,2,0,0,0,0,0,0,2,2,8,14,8,51,8,0,53,1,3,155000
Paid Detail Assignment Unit,29,255,2090,Westwood,106035.82,0,9618.71,34650.69,0,3680,0,153985.22,ptl,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,7,0,22,155000
District 01,8,4202,2128,Boston,89476.73,0,3300,3755.06,0,39560,17895.35,153987.14,ptl,0,0,0,0,0,0,0,0,0,0,0,240,148,0,0,124,2,0,155000
B-2 Detective,8,238,2124,Boston,91459.21,0,800,15823.14,0,37536,8375.37,153993.72,det,0,0,0,0,0,0,0,0,0,0,0,13,383,0,0,130,5,1,155000
Homicide Unit,31,,2186,Milton,103674.84,0,800,28913.5,0,0,20735.07,154123.41,det,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,155000
District 01,16,6037,1844,Methuen,99404.35,0,800,44841.38,351.92,8832,0,154229.65,ptl,4,0,1,2,1,0,0,3,4,4,5,11,137,4,0,27,3,1,155000
District 05,15,2664,2339,Hanover,118037.98,0,850,6670.43,0,0,28679.03,154237.44,sergt,1,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,1,155000
Canine Unit,13,1949,2359,Pembroke,94479.48,0,4227.35,23426.19,0,22678,9448.03,154259.05,ptl,1,0,0,0,0,0,0,0,0,2,3,106,19,2,0,62,0,1,155000
City Wide DCU SQ #2,18,,2359,Pembroke,96335.4,0,6013.23,18106.2,0,9752,24083.87,154290.7,ptl,1,0,0,0,0,0,0,0,0,4,5,1,43,4,0,31,0,2,155000
District 14,18,826,2136,Hyde Park,98315.7,0,800,8456.65,0,22264,24579.02,154415.37,ptl,0,0,0,0,0,0,0,0,0,1,2,7,120,1,0,62,0,0,155000
District 03,5,944,2124,Boston,88234.78,0,800,38848.39,0,26542,0,154425.17,ptl,0,0,0,0,0,0,0,0,0,1,1,64,420,1,0,102,8,0,155000
Crimes Against Children Unit,10,165,2132,West Roxbury,95763.13,0,800,38342.1,0,368,19152.8,154426.03,det,0,0,0,0,0,0,0,0,0,1,1,39,210,1,0,1,1,1,155000
B-2 Detective,25,,2124,Boston,100461.8,0,800,22647.3,0,5428,25115.46,154452.56,det,1,0,0,0,0,0,0,0,0,2,4,0,263,2,0,18,0,2,155000
Homicide Unit,14,,2359,Pembroke,98618.2,0,4373.21,31804.28,0,0,19723.59,154519.28,det,2,0,0,0,0,0,0,0,0,6,8,264,6,6,0,0,0,3,155000
District 04,5,5106,2122,Boston,88185.46,0,800,33949.43,0,23414,8184.21,154533.1,ptl,0,0,0,0,0,0,0,0,0,0,0,70,446,0,0,79,25,0,155000
Video Evidence Unit,31,,2351,Abington,98134.5,0,9430.65,27529.84,0,0,19626.76,154721.75,ptl,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,155000
Medically Incapacitated Unit,26,,2121,Boston,74557.66,0,800,18907.41,39149.52,21344,0,154758.59,det,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,59,0,0,155000
Medically Incapacitated Unit,15,2978,2356,North Easton,65183.48,0,800,55651.74,33222.84,0,0,154858.06,ptl,3,0,1,0,0,0,0,1,1,2,4,2,125,2,0,0,0,1,155000
Medically Incapacitated Unit,24,,2375,South Easton,52758.41,0,800,25716.6,49794.03,184,25638.09,154891.13,det,4,1,2,1,0,0,0,2,6,7,14,2,29,7,0,1,0,0,155000
District 01,24,,2169,Quincy,96335.4,0,800,13157.52,0,30590,14104,154986.92,ptl,1,0,0,0,0,0,0,0,0,3,4,12,53,3,0,110,0,0,155000
District 02,12,,2124,Boston,98406.32,0,850,17324.17,0,38410,0,154990.49,ptl,0,0,0,0,0,0,0,0,0,0,0,25,276,0,0,110,0,0,155000
FUGITIVE SECTION,14,4834,2186,Milton,96083.72,0,12527.54,45688.76,692,0,0,154992.02,ptl,0,0,0,0,0,0,0,0,0,1,2,0,41,1,0,0,0,4,155000
E-5 Detective,7,486,2136,Hyde Park,93067.85,0,4542.58,41010.38,0,16376,0,154996.81,ptl,0,0,0,0,0,0,0,0,0,0,0,38,147,0,0,52,1,4,155000
Comm. Vehicle Unit,22,,2050,Marshfield,118409.49,0,3000.11,9987.86,0,0,23681.96,155079.42,sergt,3,0,1,0,0,0,0,1,1,2,2,0,5,2,45,0,2,2,155000
Operations Division,24,2127,2339,Hanover,107398.38,0,800,25624.58,0,0,21412.24,155235.2,sergt,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,1,155000
DOMESTIC VIOLENCE UNIT,35,254,2368,Randolph,102552.44,0,8585.55,18486.22,0,0,25638.09,155262.3,det,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,155000
Medically Incapacitated Unit,26,796,2132,West Roxbury,0,0,9138.9,0,121784.3,0,24356.87,155280.07,sergt,1,0,0,0,0,0,0,0,0,3,3,0,1,3,0,0,0,3,155000
Mobile Operations Patrol Unit,13,1902,2081,Walpole,92612.36,0,800,49829.4,0,2852,9261.24,155355,ptl,1,0,0,0,0,0,0,0,0,3,4,3,5,3,13,11,45,1,155000
Citywide Community Liaison Uni,5,1356,2132,West Roxbury,75113.37,0,800,36136.84,13992.73,11638,17821.16,155502.1,ptl,0,0,0,0,0,0,0,0,0,0,0,10,450,0,0,35,0,1,155000
District 02,7,2744,2132,West Roxbury,86725.26,0,800,30481.06,6514.16,22494,8544.01,155558.49,ptl,1,0,0,0,0,0,0,0,0,2,3,90,210,2,0,65,0,3,155000
Crime Scene Response Unit,25,,2186,Milton,96922.46,0,800,38564.68,0,0,19384.45,155671.59,ptl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155000
Academy,31,,2136,Hyde Park,106106.97,0,8887.18,40697.46,0,0,0,155691.61,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,155000
District 02,13,2272,2127,Boston,92260.17,0,800,34142.51,0,5520,23065.07,155787.75,ptl,0,0,0,0,0,0,0,0,0,0,0,13,147,0,0,17,0,0,155000
E-18 Detective,33,2021,2054,Millis,82660.63,0,11383.39,15498.96,19891.81,736,25638.09,155808.88,det,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,2,11,1,155000
C-6 Detective,24,,2124,Boston,104737.17,0,800,29331.78,0,0,20947.54,155816.49,det,3,0,1,0,0,0,0,2,3,2,3,5,5,2,0,0,0,1,155000
Sexual Assault Unit,15,,2062,Norwood,100597.22,0,2611.61,32776.32,0,0,19859.35,155844.5,det,3,0,1,0,0,0,0,1,3,7,12,8,57,7,0,0,0,3,155000
District 11,5,2829,2122,Boston,88619.3,0,850,43151.62,965.02,14076,8266.67,155928.61,ptl,0,0,0,0,0,0,0,0,0,0,0,12,638,0,0,40,2,0,155000
Medically Incapacitated Unit,34,,2030,Dover,0,0,12790.06,0,119304.39,0,23860.76,155955.21,sergt,2,0,0,0,0,0,1,1,1,2,2,1,0,2,0,0,0,1,155000
Academy,10,2147,2136,Hyde Park,90223.06,0,800,47049.27,0,184,18044.62,156300.95,ptl,0,0,0,0,0,0,0,0,0,0,0,16,148,0,0,1,0,1,155000
Fugitive Section,25,1668,2038,Franklin,102552.44,0,2681.89,30608.58,0,0,20510.59,156353.5,det,1,0,0,0,0,0,0,0,0,3,4,1,15,3,0,0,0,0,155000
C-6 Detective,18,2192,2124,Boston,104222.4,0,850,51043.46,0,368,0,156483.86,det,1,0,0,0,0,0,0,0,0,3,4,40,108,3,0,1,1,0,155000
Bureau/Investigative Services,25,3513,2131,Roslindale,146832.35,0,1122.48,8556.84,0,0,0,156511.67,ltdet,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,155000
District 13,14,,2726,Somerset,65066.6,0,800,57606.99,32899.82,184,0,156557.41,ptl,3,1,1,0,0,0,0,1,3,3,6,6,174,3,0,1,1,1,155000
Auto Theft Unit,14,,2132,West Roxbury,92260.17,0,10327.58,33706.41,0,1840,18452.08,156586.24,ptl,1,0,0,0,0,0,0,0,0,2,2,10,36,2,0,5,17,0,155000
B-3 Detective,7,,2124,Boston,96135.57,0,1231.62,39007.02,0,1104,19206.73,156684.94,det,0,0,0,0,0,0,0,0,0,1,2,5,621,1,0,3,1,1,155000
Human Trafficking Unit,26,,2368,Randolph,21958.03,0,11015.77,32025.5,91749.15,0,0,156748.45,det,5,1,0,0,0,0,0,1,4,3,6,0,9,3,0,0,0,9,155000
District 11,7,,2122,Boston,92077.38,0,800,16776.96,0,28704,18415.44,156773.78,ptl,0,0,0,0,0,0,0,0,0,0,0,41,218,0,0,85,4,2,155000
Crimes Against Children Unit,15,4300,2135,Brighton,99918.2,0,800,31404.99,0,0,24654.53,156777.72,det,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,155000
Medically Incapacitated Unit,13,,2132,West Roxbury,71750.52,0,800,34018.91,22405.97,18446,9415.73,156837.13,ptl,1,0,0,0,0,0,0,0,0,2,2,1,146,2,0,50,8,1,155000
District 11,7,,2127,Boston,91055.65,0,800,46421.16,0,9476,9105.53,156858.34,ptl,0,0,0,0,0,0,0,0,0,0,0,17,404,0,0,27,1,0,155000
Court Unit,24,,2050,Marshfield,118996.54,0,3292.87,4846.75,0,0,29749.24,156885.4,sergt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155000
Canine Unit,14,,2186,Milton,82836.1,0,800,14330.43,11651.89,28382,18897.72,156898.14,ptl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,76,0,4,155000
Canine Unit,34,3024,2302,Brockton,99329.77,0,5681.82,27138.08,0,0,24832.36,156982.03,ptl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,1,1,155000
Domestic Violence Unit,25,,2132,West Roxbury,102552.44,0,8127.58,25801.09,0,0,20510.59,156991.7,det,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
School Police,21,159,2136,Hyde Park,104686.13,0,11223.41,37100.68,0,4048,0,157058.22,ptl,4,0,2,0,0,0,0,2,4,7,12,4,116,7,0,19,1,2,155000
Bicycle Unit,13,,1915,Beverly,48797.72,0,10054.72,12715.97,45358.77,21344,18831.42,157102.6,ptl,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,55,0,1,155000
Forensic Division,24,1978,2136,Hyde Park,102552.44,0,800,28191.68,0,0,25638.09,157182.21,det,3,0,1,0,0,0,0,1,1,1,3,0,1,1,0,0,0,0,155000
Medically Incapacitated Unit,23,,2368,Randolph,0,0,17867.65,0,111463.64,0,27865.84,157197.13,sergt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155000
Crime Scene Response Unit,10,4155,2136,Hyde Park,115375.75,0,800,12504.54,0,212,28330.89,157223.18,sergt,0,0,0,0,0,0,0,0,0,1,1,30,32,1,0,1,0,2,155000
District 01,24,2264,2132,West Roxbury,103921.71,0,800,38317.8,768.79,13432,0,157240.3,ptl,2,0,0,0,0,0,0,0,0,15,19,16,290,15,0,42,4,0,155000
Civil Rights Unit,27,,2186,Milton,101622.31,0,800,29428.43,0,0,25405.56,157256.3,det,0,0,0,0,0,0,0,0,0,1,2,37,19,1,0,0,0,0,155000
Youth Violence Strike Force,9,,2124,Boston,88221.49,0,850,23031.63,2644.38,34224,8445.7,157417.2,ptl,2,0,0,0,0,0,0,1,2,1,2,153,39,1,0,108,0,3,155000
District 02,10,1669,2124,Boston,62316.62,0,800,24771.81,30163.97,39376,0,157428.4,ptl,0,0,0,0,0,0,0,0,0,1,1,15,383,1,0,114,2,0,155000
Firearms Training Unit (Range),35,,2136,Hyde Park,106369.99,0,9963.02,41202.69,0,0,0,157535.7,ptl,5,1,0,1,0,0,0,2,3,7,12,0,0,7,0,0,1,0,160000
Mobile Operations Patrol Unit,12,6467,2124,Boston,98737.82,0,800,55104.2,0,2898,0,157540.02,ptl,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,15,36,2,160000
Medically Incapacitated Unit,20,,2122,Boston,91517.45,0,850,31221.22,1785.82,8878,23325.9,157578.39,ptl,3,1,0,0,0,0,0,1,1,7,12,2,102,7,0,25,1,2,160000
Harbor Patrol Unit,26,231,2050,Marshfield,96804.97,0,3221.41,33451,0,4784,19361.1,157622.48,ptl,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,20,0,4,160000
Crimes Against Children Unit,15,5185,2128,Boston,122536.77,0,861.11,9943.95,0,0,24322.45,157664.28,sgtdet,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,160000
District 11,6,277,2131,Roslindale,90074.2,0,850,58140.24,0,4462,4182.35,157708.79,ptl,0,0,0,0,0,0,0,0,0,0,0,20,319,0,0,16,8,3,160000
Medically Incapacitated Unit,12,169,2125,Boston,93723.94,0,800,42717.2,0,11178,9372.48,157791.62,ptl,1,0,0,0,0,0,0,0,0,3,4,18,199,3,0,26,9,1,160000
District 11,19,,2186,Milton,103389.42,0,4373.21,24937.16,0,2279,22950.19,157928.98,sergt,0,0,0,0,0,0,0,0,0,1,1,134,12,1,0,6,1,0,160000
District 04,5,3153,2127,Boston,88185.46,0,800,42031.72,0,9292,17637.15,157946.33,ptl,0,0,0,0,0,0,0,0,0,0,0,45,506,0,0,31,1,0,160000
Fugitive Section,29,,2035,Foxboro,102552.44,0,9043.52,20749.05,0,0,25638.09,157983.1,det,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,160000
District 07,33,296,1906,Saugus,98101.18,0,850,2682.77,0,46598,9810.19,158042.14,ptl,5,1,0,0,0,0,0,1,2,1,2,7,152,1,0,132,0,2,160000
District 01,12,,2129,Charlestown,96775.72,0,800,14350.97,0,46184,0,158110.69,ptl,3,0,0,1,0,0,0,1,1,1,2,136,135,1,0,134,0,3,160000
District 14,13,2506,2132,West Roxbury,92729.77,0,800,39449.24,0,6762,18545.98,158286.99,ptl,1,0,0,0,0,0,0,0,0,3,5,10,76,3,0,23,1,0,160000
Academy,33,,2026,Dedham,105423.84,0,6984.32,45915.73,0,0,0,158323.89,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160000
C-11 Detective,26,2563,2359,Pembroke,111678.41,0,800,45847.24,0,0,0,158325.65,det,0,0,0,0,0,0,0,0,0,1,1,15,8,1,0,0,0,2,160000
Medically Incapacitated Unit,33,,2127,Boston,90842.17,0,850,43592.98,22865.01,184,0,158334.16,det,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,160000
District 07,25,,2128,Boston,105367.15,0,8338.18,23681.13,0,21068,0,158454.46,ptl,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,83,0,0,160000
District 03,15,,2135,Brighton,114913.22,0,1300,13970.26,0,0,28290.66,158474.14,sergt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,1,0,160000
District 04,10,644,2135,Brighton,92077.38,0,800,11975.39,0,35328,18415.44,158596.21,ptl,0,0,0,0,0,0,0,0,0,1,1,0,129,1,0,97,2,0,160000
District 05,26,4326,2090,Westwood,105099.89,0,800,33616.59,0,19136,0,158652.48,ptl,2,0,0,0,0,0,1,1,1,1,1,0,153,1,0,50,2,0,160000
B-2 DCU SQUAD,12,,2186,Milton,96480.86,0,800,48228.52,0,8832,4369.29,158710.67,ptl,1,0,0,0,0,0,0,0,0,2,2,17,189,2,0,24,0,3,160000
Crimes Against Children Unit,14,,2482,Wellesley,99918.2,0,4323.21,29820.06,0,0,24654.53,158716,det,0,0,0,0,0,0,0,0,0,1,2,0,26,1,0,0,0,1,160000
District 11,22,,2132,West Roxbury,98315.7,0,800,8318.04,0,26726,24579.02,158738.76,ptl,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,74,0,0,160000
Bureau Field Serv./ Off. Chief,23,,2184,Braintree,97127.63,0,8225.52,29210.75,0,0,24282.12,158846.02,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
District 14,9,1222,2122,Boston,90223.06,0,800,32271.03,0,17756,18044.62,159094.71,ptl,0,0,0,0,0,0,0,0,0,1,1,19,259,1,0,57,0,0,160000
D-4 DCU SQUAD,20,,2021,Canton,99756.27,0,850,58517.67,0,0,0,159123.94,ptl,0,0,0,0,0,0,0,0,0,1,3,56,140,1,0,0,0,2,160000
District 11,5,,2127,Boston,89997.76,0,800,57611.98,0,6624,4174.71,159208.45,ptl,0,0,0,0,0,0,0,0,0,0,0,24,317,0,0,18,2,0,160000
D-4 Detective,7,6611,2127,Boston,97554.19,0,800,45126.04,0,15824,0,159304.23,det,0,0,0,0,0,0,0,0,0,0,0,42,299,0,0,49,1,2,160000
District 02,24,1856,2368,Randolph,102552.44,0,3364.65,27410.01,0,368,25638.09,159333.19,sergt,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,160000
School Police,18,641,2136,Hyde Park,96922.46,0,10324.38,32352.09,0,368,19384.45,159351.38,ptl,4,0,0,1,0,0,0,2,3,3,6,0,29,3,0,1,0,0,160000
E-13 Detective,34,6721,2090,Westwood,112690.6,0,850,39915.07,0,5934,0,159389.67,det,3,0,1,0,0,0,0,1,2,2,3,1,4,2,0,16,0,1,160000
Family Assistance Unit,14,2882,2122,Boston,92847.15,0,11582.82,27524.06,0,8924,18569.44,159447.47,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,160000
District 07,34,,2128,Boston,97004.15,160.56,8598.62,2058.35,0,32246,19400.84,159468.52,ptl,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,91,2,75,160000
Auto Theft Unit,14,2041,2132,West Roxbury,98618.2,0,7015.62,29217.69,0,0,24654.53,159506.04,det,1,0,0,0,0,0,0,0,0,2,2,9,37,2,0,0,76,0,160000
Medically Incapacitated Unit,15,,2090,Westwood,94156.49,0,2532.68,41806.82,0,0,21015.24,159511.23,ptl,1,0,0,0,0,0,0,0,0,3,5,6,92,3,0,0,0,2,160000
S.O.R.I. Unit,18,1872,2126,Mattapan,96335.4,0,9835.64,15398.01,0,18676,19267.24,159512.29,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,160000
District 01,13,6609,2136,Hyde Park,69711.73,0,800,22279.76,20439.39,46322,0,159552.88,ptl,0,0,0,0,0,0,0,0,0,1,3,587,60,1,0,124,2,0,160000
Explosive Ordinance Unit,29,,2180,Stoneham,99352.26,0,2575.53,21071.85,0,16698,19870.45,159568.09,ptl,0,0,0,0,0,0,0,0,0,1,1,0,80,1,0,52,0,1,160000
Canine Unit,25,,2131,Roslindale,107147.42,0,850,23375.97,0,28198,0,159571.39,ptl,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,82,0,3,160000
Mobile Operations Patrol Unit,10,1684,2119,Boston,91953.19,0,800,38919.21,339.6,9154,18458.53,159624.53,ptl,1,0,0,0,0,0,0,0,0,2,4,9,245,2,0,40,139,3,160000
Medically Incapacitated Unit,38,,2128,Boston,0,0,18953.2,0,112586.92,0,28146.8,159686.92,sergt,5,0,1,0,0,0,0,2,3,4,6,0,0,4,0,0,0,8,160000
Youth Violence Strike Force,18,173,2062,Norwood,102552.44,0,6295.68,30332.87,0,0,20510.59,159691.58,det,5,1,1,0,0,1,0,2,5,3,7,0,9,3,0,0,0,1,160000
District 07,14,3482,2128,Boston,93735.82,0,800,41605.14,0,4876,18747.29,159764.25,ptl,1,0,0,0,0,0,0,0,0,3,3,3,135,3,86,14,28,2,160000
Mobile Operations Patrol Unit,24,4515,2048,Mansfield,103460.96,0,480.66,56820.53,0,0,0,159800.83,ptl,0,0,0,0,0,0,0,0,0,1,2,1,0,1,53,0,1,0,160000
Leave Of Absence Unit,7,,2132,West Roxbury,89195.49,0,850,39645.41,663.4,11500,17971.77,159826.07,ptl,1,0,0,0,0,0,0,0,0,3,4,31,178,3,0,38,10,0,160000
District 14,34,,2135,Brighton,97004.15,0,14664.22,15544.12,0,8372,24251.02,159835.51,ptl,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,160000
District 14,17,,2128,Boston,122026.13,0,800,7302.33,0,0,29747.56,159876.02,sergt,3,0,0,0,1,0,0,1,1,4,7,0,113,4,0,0,1,0,160000
Operations Division,25,1703,1503,Berlin,122954,0,1114.06,5619.53,0,0,30189.55,159877.14,sergt,4,1,1,0,0,0,0,3,3,4,4,0,2,4,0,0,0,1,160000
Fugitive Section,22,,2131,Roslindale,105367.15,0,11215,38378.15,0,5060,0,160020.3,ptl,0,0,0,0,0,0,0,0,0,1,2,6,23,1,0,15,0,1,160000
